Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Cluster,PCA1,PCA2
33812.0,1,0,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,35,2762,0,0,1,0,0,1,0,0,0,0,94,55,0,1,-1.8431156062190777,-1.1142404525661116
37040.0,0,0,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,38,2849,0,1,0,0,0,0,0,1,0,0,268,220,0,1,-0.639361719267117,-0.75972521522901
2447.0,1,0,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,41,2698,0,1,0,0,0,0,0,1,0,0,1729,1728,0,0,2.457114048263889,0.844126200496759
58607.0,0,1,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,71,2712,0,1,0,0,0,0,0,0,0,1,953,934,1,2,-0.146587050606806,1.4306157332486933
65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,66,2328,0,1,0,0,0,0,0,0,0,1,539,534,0,2,0.4462432540017274,1.1364867059782398
40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,69,2627,0,0,0,1,0,0,0,1,0,0,345,246,0,2,-0.7702308786818541,2.886516790451538
18589.0,0,0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,51,2702,0,0,1,0,0,0,0,1,0,0,62,49,0,1,-2.0722076550983117,-0.9717348904053652
53359.0,1,1,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,44,2557,0,1,0,0,0,0,0,1,0,0,216,175,0,1,-1.6389261523979928,1.36387426697163
38360.0,1,0,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,31,2553,0,1,0,0,0,0,0,1,0,0,121,111,0,1,-1.6099494851069769,-1.37945015092316
84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,55,2378,0,1,0,0,0,0,0,0,0,1,1672,1672,1,0,4.29865347982399,-1.1258551596276076
10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,31,2197,1,0,0,0,0,0,0,0,1,0,26,22,0,1,-2.232583893927362,-1.0288029712727265
38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,57,2573,0,0,0,1,0,0,0,0,1,0,229,140,0,1,-0.08903265420420642,-1.4988223285067999
40548.0,0,1,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,50,2786,0,0,0,1,0,0,0,1,0,0,117,114,1,1,-1.6589392577615312,-0.020664556299293736
46610.0,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,68,2767,1,0,0,0,0,0,0,0,0,1,259,216,0,2,-0.8386060932757246,2.5526611108663437
68657.0,0,0,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,74,2653,0,1,0,0,0,0,0,0,1,0,1174,1152,0,0,2.157535800372376,-1.0660017388767824
49389.0,1,1,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,69,2463,0,0,1,0,0,0,0,0,1,0,62,59,0,1,-2.4254870466724743,-0.2269620331899853
67353.0,0,1,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,50,2339,0,1,0,0,0,0,0,0,0,1,878,843,0,2,1.6478508340438818,1.8730094985156378
23718.0,1,0,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,44,2459,0,1,0,0,0,1,0,0,0,0,45,9,0,1,-2.477582158777362,-0.5142116758441062
42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,47,2297,0,0,0,0,1,0,0,1,0,0,63,59,0,1,-1.8280553895249836,-0.25645867159656377
48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,77,2672,1,0,0,0,0,0,0,0,0,1,860,818,1,0,2.018332228465176,-0.3083442526370107
80011.0,0,1,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,40,2585,0,1,0,0,0,0,0,1,0,0,1293,1191,0,3,3.947537397477843,0.23539609590794658
20559.0,1,0,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,35,2633,0,1,0,0,0,0,0,0,1,0,46,39,0,1,-2.9363607290092166,-0.8422572388576789
21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,63,2711,0,0,0,1,0,0,0,1,0,0,19,16,0,1,-2.3948524634952313,-0.8150371133937683
7500.0,1,0,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,45,2429,0,1,0,0,0,0,0,0,1,0,19,7,0,1,-2.8810484992101117,-0.9046856322842272
79941.0,0,0,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,44,2160,0,0,1,0,0,0,0,1,0,0,810,636,0,3,4.083904440747523,-2.110997432120218
7500.0,0,0,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,24,2756,0,1,0,0,0,1,0,0,0,0,72,22,0,1,-2.1268977016804858,-0.2858560228763373
41728.0,1,0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,52,2560,0,0,0,1,0,0,0,1,0,0,42,29,0,1,-2.7817264207650627,-0.9211942885453689
72550.0,1,1,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,66,2757,0,1,0,0,0,0,0,0,0,1,1281,1243,0,2,1.0735254360444004,3.3845967363873863
65486.0,0,1,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,63,2207,0,0,0,0,1,0,0,1,0,0,493,479,0,2,1.0702441632852484,-0.1981634780921711
79143.0,0,0,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,56,2846,0,1,0,0,0,0,0,0,1,0,1661,1629,0,0,4.712576798524982,-0.8515799638354064
35790.0,1,0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,43,2702,0,0,1,0,0,0,0,1,0,0,69,66,0,1,-2.4283561944418186,-1.0067239012418203
82582.0,0,0,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,43,2181,1,0,0,0,0,0,0,1,0,0,1376,1135,2,3,5.140130161440326,-1.355755904115279
66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,42,2541,0,1,0,0,0,0,0,1,0,0,497,388,0,2,0.30773210701035336,2.2042203165140197
82384.0,0,0,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,65,2746,0,0,0,1,0,0,0,0,1,0,1767,1577,1,3,5.937862272171409,-0.9862415342048484
70287.0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,54,2612,1,0,0,0,0,0,0,1,0,0,1053,1013,0,3,3.1763594732497107,-1.350951838015292
27938.0,1,0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,32,2221,0,0,1,0,0,0,0,1,0,0,24,19,0,1,-2.290683610894549,-1.7738030364060742
55954.0,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,52,2277,0,1,0,0,0,0,0,0,0,1,475,432,0,2,-0.34986824424702856,1.903719459078575
75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,38,2519,0,0,1,0,0,0,0,0,1,0,1358,1278,2,0,3.0946185487730236,-1.0500570780702623
66653.0,1,1,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,45,2819,0,0,0,1,0,0,0,1,0,0,606,600,0,2,0.2454981366409118,1.1982156282212757
61823.0,0,1,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,68,2655,0,0,1,0,0,0,0,1,0,0,715,546,0,2,1.2035807951781345,2.6358204789502078
67680.0,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,69,2542,0,0,0,0,1,0,0,0,0,1,600,594,0,2,0.32876897287993107,1.005339449457062
70666.0,0,0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,72,2364,0,0,0,1,0,0,0,1,0,0,1046,1016,0,3,2.476955808592432,-1.2034146286926801
25721.0,1,0,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,49,2563,0,1,0,0,0,0,0,1,0,0,19,4,0,1,-2.723544984381224,-1.4430879135855876
32474.0,1,1,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,53,2208,0,0,0,1,0,0,0,1,0,0,11,11,0,1,-2.979629949009801,-0.49851851727278124
88194.0,0,1,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,41,2261,0,0,1,0,0,1,0,0,0,0,1236,1198,2,0,3.950562037468752,1.2531717978482977
69096.0,0,1,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,62,2434,0,0,0,1,0,0,0,1,0,0,544,435,0,2,1.6191652731431583,0.37983783319930475
74854.0,1,2,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,50,2606,0,0,0,1,0,0,0,1,0,0,1489,1416,0,2,1.3616216549045226,2.5107721182607
66991.0,0,0,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,66,2815,0,1,0,0,0,0,0,0,1,0,1241,1229,0,0,2.9364258100864555,-1.1029443090321631
65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,61,2628,0,1,0,0,0,0,0,1,0,0,777,691,0,2,2.5527082250520214,2.1710980420266295
60631.0,1,1,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,45,2609,0,1,0,0,0,0,0,0,0,1,642,623,1,2,-0.41488927667367803,2.703767852266297
28332.0,0,0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,68,2219,0,1,0,0,0,0,0,1,0,0,56,47,0,1,-1.2784927942988278,-1.7484043910894738
40246.0,1,0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,43,2716,1,0,0,0,0,0,0,1,0,0,12,11,0,1,-2.6067330278862424,-1.53803060493009
75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,48,2830,0,1,0,0,0,0,0,0,1,0,1872,1854,0,0,3.5147003575331572,-1.0875994231682664
75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,44,2784,0,0,1,0,0,0,0,1,0,0,2158,2107,1,3,5.07836296125273,-1.4964464709460268
26326.0,0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,44,2457,0,0,0,1,0,1,0,0,0,0,9,0,0,1,-1.999329163615508,-1.9492288152771717
56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,55,2702,0,0,0,1,0,0,0,1,0,0,641,590,1,2,0.08529659587477638,1.2759195234039917
29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,35,2828,0,0,1,0,0,0,0,1,0,0,148,131,0,1,-2.3278327223534134,0.00787232075932374
26304.0,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,51,2530,0,1,0,0,0,0,0,1,0,0,12,8,0,1,-2.9561392777844864,-1.4548709269600337
23559.0,1,0,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,47,2520,0,1,0,0,0,1,0,0,0,0,56,33,0,1,-2.612738087824403,-0.45588795547048594
38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,57,2573,0,0,0,1,0,0,0,0,1,0,229,140,0,1,-0.08903265420420642,-1.4988223285067999
81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,33,2283,1,0,0,0,0,0,0,1,0,0,702,626,0,0,3.2846583738497293,-1.1754810536095628
29440.0,1,1,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,60,2481,0,1,0,0,0,0,0,1,0,0,53,50,0,1,-2.6791635950419534,-0.13702856885524578
36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,50,2507,0,1,0,0,0,0,0,0,1,0,146,141,1,1,-2.413689173061196,1.2292789359063705
50388.0,0,1,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,63,2191,0,0,1,0,0,0,0,1,0,0,338,304,2,2,-0.8696461891873073,1.723609315028792
79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,47,2207,0,1,0,0,0,0,0,1,0,0,1221,1076,1,3,4.138657772704038,-1.4201560018992478
54178.0,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,53,2318,0,0,0,1,0,0,0,1,0,0,187,180,0,1,-0.6901933347143714,-0.5818645085798266
42394.0,1,0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,48,2257,0,0,1,0,0,0,0,0,1,0,28,24,0,1,-2.5580266296138188,-1.3439766124820203
23626.0,1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,50,2195,0,1,0,0,0,0,0,0,0,1,43,43,0,1,-2.4444187597059015,-0.7079778482906179
30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,37,2197,0,1,0,0,0,0,0,1,0,0,36,27,0,1,-2.4730460518329003,-1.3752419339321307
47916.0,0,1,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,60,2743,0,0,0,0,1,0,0,1,0,0,531,456,1,2,-0.08983994571213738,2.352992455165668
51813.0,1,1,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,48,2603,1,0,0,0,0,0,0,1,0,0,61,59,0,1,-2.428585592328661,0.09037378299671207
78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,69,2369,0,1,0,0,0,1,0,0,0,0,755,532,1,0,3.404898864532935,-0.3855969669292935
50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,37,2533,0,1,0,0,0,0,0,0,0,1,399,388,0,2,0.4893159240519178,-0.7543095268090153
47823.0,0,1,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,60,2500,0,0,1,0,0,1,0,0,0,0,62,52,0,1,-2.0834353199270867,0.2508119569861224
34554.0,0,1,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,61,2250,0,0,1,0,0,0,0,0,0,1,50,45,0,1,-2.119582571033707,-0.02862817581673858
85693.0,0,1,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,41,2594,0,0,0,1,0,0,0,1,0,0,1058,947,0,3,4.856112246991551,0.6550238985670264
65846.0,0,0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,75,2567,0,1,0,0,0,0,0,0,0,1,1039,958,0,0,2.1521229762811402,-0.7797380869902746
87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,61,2211,0,1,0,0,0,0,0,1,0,0,1059,1021,0,0,3.2669080469756024,-1.9877717985703405
24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,41,2360,0,0,0,1,0,0,1,0,0,0,20,11,0,1,-2.5794841411702576,-1.6359655139468667
49096.0,1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,56,2437,0,1,0,0,0,0,0,1,0,0,180,173,0,1,-2.022728001598499,1.1101371989423867
52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,51,2671,0,1,0,0,0,0,0,1,0,0,845,780,0,2,2.3389246715156577,2.1370559058615033
38557.0,1,0,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,42,2716,0,0,1,0,0,0,0,1,0,0,118,91,0,1,-2.1493108429037258,-0.6755311655712148
89058.0,0,0,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,60,2728,0,1,0,0,0,0,0,0,1,0,807,764,0,3,2.4946966801727153,-1.4513769785180917
77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,41,2398,0,0,0,1,0,0,0,1,0,0,890,811,0,0,2.972665812306231,0.3468020470770041
68126.0,0,0,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,1,29,2755,0,0,1,0,0,0,0,0,0,1,1734,1648,1,0,1.8369293770133464,0.6523939538124528
57288.0,0,1,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,57,2163,0,0,0,1,0,0,0,0,1,0,548,488,1,2,-0.02520449483711308,2.005363260595715
86037.0,0,0,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1,29,2702,0,0,1,0,0,0,0,1,0,0,708,686,2,0,2.3266388233032402,-0.33324122645381576
43974.0,1,0,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,40,2723,0,1,0,0,0,0,0,0,0,1,479,407,0,2,-0.7718141052120165,1.193399879069277
50785.0,1,1,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,58,2451,0,0,1,0,0,0,0,1,0,0,87,60,0,1,-2.085935562132458,0.051273785317031834
90765.0,0,0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,50,2315,0,1,0,0,0,0,0,1,0,0,1691,1658,2,3,4.372495560728044,-2.5153569440680354
36550.0,1,0,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,42,2654,0,1,0,0,0,1,0,0,0,0,457,337,0,2,0.5861716227028347,0.8780255279872182
30753.0,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,53,2512,0,0,0,1,0,1,0,0,0,0,51,21,0,1,-2.326661358850343,-0.3264485973198599
21918.0,1,0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,51,2386,0,0,0,1,0,0,0,1,0,0,30,27,0,1,-2.659840731058467,-1.1195413972263017
56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,67,2533,0,0,0,1,0,0,0,0,1,0,612,564,0,2,1.253355541779998,1.2428770727042395
32557.0,1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,1,53,2284,0,0,1,0,0,0,0,0,1,0,70,60,0,1,-2.284220019806384,-0.8315052935365286
19510.0,2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,35,2457,0,1,0,0,0,0,0,0,1,0,23,16,0,1,-3.4392341561695003,-1.1477060926175946
30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,44,2592,1,0,0,0,0,0,0,1,0,0,41,39,0,1,-2.7109967117136082,-1.3986938030526588
101970.0,0,0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,1,37,2633,0,0,1,0,0,0,0,1,0,0,967,799,3,0,4.164114752592404,-0.1412877083635813
71488.0,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,55,2655,0,0,0,1,0,1,0,0,0,0,387,215,0,0,1.7035586049790084,-0.8114660982074636
79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,36,2593,0,0,1,0,0,0,0,1,0,0,1707,1491,0,3,4.897051916685195,-1.9283833483553052
54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,67,2180,0,1,0,0,0,0,0,0,1,0,86,82,0,1,-2.1643653535769927,0.06506472713610531
77376.0,1,1,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,64,2209,0,0,0,1,0,0,0,0,0,1,649,637,0,2,0.465304300145873,1.5863027084131338
62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,68,2431,0,1,0,0,0,0,0,1,0,0,405,347,0,2,1.011543298922335,1.0379232933882587
61331.0,1,1,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,62,2635,0,0,1,0,0,0,0,0,1,0,591,550,0,2,-0.6342899797831203,3.0587139452943943
73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,51,2298,0,1,0,0,0,0,0,1,0,0,595,465,0,3,2.186198377039188,-0.3730469635971907
41551.0,1,1,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,56,2478,0,1,0,0,0,0,0,0,0,1,256,233,0,1,-1.9746448660326632,1.810807917470646
62981.0,0,0,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,53,2628,0,0,0,1,0,0,0,0,0,1,1482,1482,1,0,2.574568614812406,-0.7581525323938021
9548.0,1,0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,44,2849,1,0,0,0,0,0,1,0,0,0,20,11,0,1,-3.1785540093139666,-1.0495204343920443
33762.0,2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,61,2516,0,1,0,0,0,0,0,0,0,1,90,74,0,1,-3.1099319126790945,0.392567264989406
35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,47,2200,0,0,1,0,0,0,0,0,0,1,29,9,1,1,-2.4731820141428433,-0.3668279601313689
36921.0,1,1,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0,55,2495,1,0,0,0,0,0,0,0,0,1,34,30,0,1,-2.6754351164257844,0.028278286418246895
92859.0,0,0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,28,2777,0,0,1,0,0,0,0,0,1,0,2057,2037,0,0,4.307363796049211,-0.9686200968313782
65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,44,2386,0,0,0,1,0,0,0,0,1,0,1003,953,0,2,0.663807984285566,0.9137561970963669
86111.0,0,0,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,58,2595,0,1,0,0,0,0,0,1,0,0,1259,1133,0,0,3.634576222656692,-0.8340184512481876
68352.0,0,1,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,46,2464,0,0,1,0,0,0,0,0,0,1,838,805,0,2,1.4185892545891885,1.786915737101136
41883.0,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,32,2626,0,0,0,1,0,0,0,1,0,0,196,80,0,1,-0.8918158867197341,-0.2919888489662349
59809.0,0,2,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,44,2778,0,1,0,0,0,0,0,1,0,0,828,779,0,2,0.1158913855007652,1.9991547691422706
